Player Name,Session Date,Drill Name,Session Time(mins),Total Distance,Metres Per Minute,Distance Zone 1,Distance Zone 2,Distance Zone 3,Distance Zone 4,Distance Zone 5,Distance Zone 6,HSR per min,Average Speed,Maximum Speed,Number of Sprints,Number of Accelerations,Accelerations Zone 1,Accelerations Zone 2,Accelerations Zone 3,Accelerations Zone 4,Accelerations Zone 5,Accelerations Zone 6,Number of Decelerations,Decelerations Zone 1,Decelerations Zone 2,Decelerations Zone 3,Decelerations Zone 4,Decelerations Zone 5,Decelerations Zone 6,HML Distance,HML Distance Per Minute,Average Step Impact Left (g),Average Step Impact Right (g),Step Balance,HML Efforts,Explosive Distance
Valverde,9/3/2022,Entire Session,60,6539.11,64.96,2665.09,1774.28,926.87,978.27,180.5,14.1,1.93,1.08,7.92,21,67,225,197,97,51,15,1,46,261,199,101,26,10,10,981.87,9.47,3.96,3.68,0.07,787.27,116
Odriozola,9/3/2022,Entire Session,60,4052,72.97,1248,1494,702,477,122,9,2.36,1.22,7.43,13,50,123,151,70,29,14,7,70,129,137,61,39,16,15,729,13.12,1679,15,176.6,84,598
Odriozola,9/3/2022,Entire Session,60,3579.6,4736,79.38,1290,1703,736,550,405,52,7.67,1.32,4,18,45,101,149,83,26,9,10,49,121,162,71,34,14,7.54,977,1496,2380,9,210.7,82
Tchouameni,9/3/2022,Entire Session,60,7317.86,71.47,2395.94,2526.4,1255.28,911.58,214.53,14.12,2.23,1.19,8.18,18,56,196,276,144,44,8,4,66,227,300,103,50,14,2,1206.92,11.64,3.59,3.51,0.02,978.27,142
Ceballos,9/3/2022,Entire Session,60,6381.29,65.19,2030.35,1740.12,968.59,1301.72,313.56,26.96,3.48,1.09,7.73,29,96,156,183,87,62,26,8,89,164,174,88,56,19,14,1383.79,13.35,3.42,3.45,-0.01,1043.27,148
Rodrygo,9/3/2022,Entire Session,60,7297.58,59.03,2837.58,1961.25,960.63,1265.24,248.13,24.75,2.21,0.98,8.03,17,74,253,219,114,57,13,4,71,273,249,92,45,19,7,1262.29,10.15,3.78,3.65,0.03,989.41,139
Rudiger,9/3/2022,Entire Session,60,8473.52,68.18,2309.06,2759.84,1574.02,1280.49,522.58,27.53,4.43,1.14,7.68,35,77,289,255,97,51,20,6,54,291,261,99,31,17,6,1580.8,12.71,3.59,3.52,0.02,1030.69,141
Isco,9/4/2022,Entire Session,90.02,5006,55.61,1816,1512,755,545,299,79,4.2,0.93,8.14,22,81,195,199,104,54,20,7,79,232,230,68,48,20,11,1074,11.93,2260,14,4.1,108,696
Modric,9/4/2022,Entire Session,92.59,4661,50.33,1727,1272,572,583,437,70,5.47,0.84,7.79,26,56,212,149,65,28,17,11,55,196,175,53,37,16,2,1032,11.15,2194,9,3.66,77,526
Asensio,9/4/2022,Entire Session,92.59,4407,47.6,1787,1253,516,414,317,119,4.72,0.79,8.22,22,97,230,221,93,67,17,13,78,241,242,83,46,25,7,1008,10.89,1446,11,3.77,97,571
Camavinga,9/4/2022,Entire Session,92.59,4718,50.95,1802,1219,542,448,526,180,7.62,0.85,8.51,28,60,188,183,64,39,10,11,45,199,175,68,21,15,9,1152,12.45,1552,11,3.85,89,446
Marcelo,9/4/2022,Entire Session,92.59,5269,56.91,2353,1243,515,554,445,159,6.53,0.95,9.09,25,59,203,147,68,35,14,10,48,218,162,79,25,13,10,1125,12.15,993,10,3.82,87,520
Odriozola,9/4/2022,Entire Session,60,3723.8,4045,65.18,1372,1418,689,436,130,0,2.09,1.09,11,15,60,104,154,91,38,20,2,79,115,141,73,39,30,6.51,797,1319,1461,19,199.6,90
Odriozola,9/4/2022,Entire Session,60,4678.2,6302,80.82,1930,2629,1060,554,102,27,1.65,1.35,7,8,89,190,267,119,62,25,2,77,183,274,125,50,19,7.8,988,2069,2232,9,251.4,121
Vasquez,9/4/2022,Entire Session,92.59,4744,51.23,1967,1310,609,482,196,179,4.05,0.85,9.62,18,86,206,189,104,47,26,13,68,212,226,79,37,19,12,1010,10.91,1665,10,3.81,107,635
Carvajal,9/4/2022,Entire Session,92.59,4926,53.21,1909,1338,542,580,483,74,6.01,0.89,8.09,23,41,181,175,67,21,11,9,33,179,181,65,23,7,3,1033,11.15,2276,9,3.58,78,476
Vinicius Jr,9/4/2022,Entire Session,92.59,4331,46.77,1801,1143,592,399,288,108,4.27,0.78,7.94,20,74,152,169,94,45,21,8,54,152,198,70,34,19,1,981,10.59,1138,9,3.76,91,585
Militao,9/4/2022,Entire Session,92.37,4409,47.74,1796,1139,525,420,437,93,5.74,0.8,8.24,25,73,165,146,96,37,22,14,55,148,173,77,30,13,12,1003,10.86,1424,13,3.65,87,473
Alaba,9/4/2022,Entire Session,92.59,4862,52.51,2127,1280,479,556,360,60,4.54,0.88,7.82,17,62,268,228,91,38,14,10,69,261,280,86,34,22,13,1005,10.85,1316,10,3.68,94,585
Vallejo,9/4/2022,Entire Session,93.01,5444,58.53,1898,1545,813,721,290,176,5.01,0.98,9.77,29,120,169,188,102,78,31,11,95,189,192,86,59,26,10,1325,14.24,1871,16,4.94,136,859
Nacho,9/4/2022,Entire Session,92.59,4762,51.43,2050,1127,526,615,352,92,4.8,0.86,8.17,32,75,230,144,79,40,24,11,57,197,169,67,31,13,13,1011,10.92,954,18,3.62,95,567
Hazard,9/4/2022,Entire Session,92.59,4942,53.37,2182,1099,602,609,303,147,4.86,0.89,8.31,24,86,219,177,76,54,21,11,61,215,216,69,39,16,6,1045,11.28,1339,13,3.81,103,595
Kroos,9/4/2022,Entire Session,92.59,4748,51.28,1579,1366,763,625,242,174,4.49,0.85,9.09,24,110,156,178,95,62,34,14,89,176,178,105,58,21,10,1141,12.32,1855,18,4.3,115,725
Benzema,9/4/2022,Entire Session,89.75,5062,56.4,1794,1453,828,582,250,156,4.52,0.94,8.53,23,76,219,233,94,39,23,14,75,222,241,90,45,18,12,1146,12.77,2048,11,4.28,124,740
Camavinga,9/5/2022,Entire Session,169.56,6275,37.01,2687,1621,856,683,323,106,2.53,0.62,8.38,29,54,298,196,88,40,14,0,46,211,247,80,25,13,8,1093,6.45,2127,7,4.01,108,664
Odriozola,9/5/2022,Entire Session,93.01,897.5,583,38.95,203,26,13,32,112,196,20.6,0.65,0,5,5,14,2,0,1,1,3,3,15,1,2,3,0,3.64,302,202,204,2,44.6,5
Tchouameni,9/5/2022,Entire Session,170.57,9835,57.66,2980,2932,2125,1388,340,69,2.4,0.96,8.75,28,72,293,372,169,54,15,3,99,285,358,147,63,31,5,1698,9.95,1923,13,6.71,203,1289
Alaba,9/5/2022,Entire Session,138.83,9375,67.53,2935,3655,1456,962,363,4,2.64,1.13,7.54,28,63,359,336,118,45,13,5,92,337,344,109,60,23,9,1352,9.74,2260,6,5.35,154,986
Vallejo,9/5/2022,Entire Session,158.34,11626,73.43,3272,3287,1980,2048,822,218,6.57,1.22,9.1,70,119,244,323,176,87,26,6,138,260,299,142,64,46,28,2822,17.82,5124,36,10.11,271,1782
Benzema,9/5/2022,Entire Session,167.26,8799,52.61,2033,3334,1203,1358,787,85,5.21,0.88,7.9,27,59,211,172,83,40,19,0,45,253,204,69,34,10,1,1533,9.16,6081,8,5.13,112,661
Isco,9/7/2022,Entire Session,110.48,6663,60.31,2353,1967,836,946,434,126,5.07,1.01,8.74,40,93,226,159,86,63,21,9,106,217,196,67,48,32,26,1517,13.73,2794,27,5.4,154,956
Modric,9/7/2022,Entire Session,110.48,6453,58.41,2331,1978,903,685,458,99,5.04,0.97,8.44,31,62,195,171,94,33,23,6,61,194,180,90,45,14,2,1285,11.64,2363,11,4.63,131,728
Asensio,9/7/2022,Entire Session,110.48,6325,57.25,2181,2071,946,575,403,150,5,0.95,8.82,25,44,266,248,105,28,9,7,75,284,220,94,38,25,12,1213,10.98,1625,11,4.37,110,661
Camavinga,9/7/2022,Entire Session,110.48,6617,59.9,2122,1911,1078,846,451,209,5.97,1,8.87,37,55,228,184,91,41,11,3,50,194,199,75,33,13,4,1481,13.4,2789,10,5.21,145,821
Marcelo,9/7/2022,Entire Session,110.48,6222,56.32,2395,1873,840,607,349,157,4.58,0.94,9.58,26,82,215,153,73,41,33,8,85,214,169,76,47,25,13,1243,11.25,1529,15,4.5,136,737
Casemiro,9/7/2022,Entire Session,120,7622.3,45.63,4019.9,2225.18,672.25,494.84,209.44,0.7,1.26,0.76,7.01,20,126,395,328,135,88,31,7,105,392,393,116,68,21,16,956.82,5.64,3.81,3.44,0.1,746.68,101
Valverde,9/7/2022,Entire Session,120,6177.66,36.66,2874.23,1661.01,618.81,738.9,260.53,24.18,1.69,0.61,7.79,16,87,288,244,98,64,21,2,75,310,249,98,45,26,4,1021.35,5.69,3.85,3.63,0.06,736.64,108
Odriozola,9/7/2022,Entire Session,75,5441,75.97,1570,1881,925,595,455,15,6.56,1.27,7.44,29,102,122,181,100,67,26,9,71,191,200,84,41,24,6,1201,16.76,2110,15,277.3,119,731
Odriozola,9/7/2022,Entire Session,71.615,5441,75.97,1570,1881,925,595,455,15,6.56,1.27,7.44,29,102,122,181,100,67,26,9,71,191,200,84,41,24,6,1201,16.76,2110,15,277.3,119,731
Vasquez,9/7/2022,Entire Session,110.48,6654,60.23,2515,1756,874,847,473,190,6,1,8.98,43,75,218,175,116,55,17,3,86,206,198,87,40,27,19,1569,14.2,2356,15,5.55,153,906
Tchouameni,9/7/2022,Entire Session,120,8363.68,54.75,3590.75,3137.37,1054.44,462.92,114.61,3.59,0.77,0.91,7.56,11,143,369,461,247,105,37,1,102,411,493,246,80,20,2,1154.93,7.55,3.78,3.85,-0.02,1036.73,118
Ceballos,9/7/2022,Entire Session,120,6323.47,44.84,2894.94,2169.85,707.38,432.48,115.98,2.84,0.84,0.75,7.2,12,102,254,284,167,81,19,2,95,294,294,145,76,18,1,883,6.1,3.73,3.75,0,764.18,96
Carvajal,9/7/2022,Entire Session,110.48,6375,57.7,2177,1841,984,681,533,158,6.26,0.96,8.89,30,27,155,162,71,19,4,4,27,159,167,68,20,4,3,1324,11.98,2564,5,4.6,114,632
Vinicius Jr,9/7/2022,Entire Session,120,6819.53,41.25,3426.74,1945.75,890.27,467.28,82.99,6.5,0.54,0.69,7.36,7,113,297,298,134,88,22,3,73,337,323,129,51,16,6,930.42,5.62,3.48,3.42,0.02,840.93,119
Militao,9/7/2022,Entire Session,110.48,6356,57.53,2205,1551,1041,978,460,121,5.26,0.96,8.84,39,86,156,189,94,55,24,7,85,161,171,91,55,19,11,1600,14.48,1878,16,5.83,173,1019
Alaba,9/7/2022,Entire Session,110.48,6519,59,2409,2038,954,603,332,183,4.66,0.98,9.19,27,57,288,220,92,37,16,4,75,268,223,89,45,15,15,1192,10.79,2479,17,4.35,120,677
Vallejo,9/7/2022,Entire Session,108.62,6884,63.37,2235,1714,1022,1156,555,202,6.96,1.06,9.42,47,109,193,160,102,73,27,9,102,215,176,81,58,23,21,1873,17.24,3329,22,6.54,173,1116
Nacho,9/7/2022,Entire Session,110.48,6351,57.49,2955,1566,633,568,467,162,5.69,0.96,8.95,38,75,251,147,83,47,18,10,47,230,206,63,32,14,1,1197,10.83,1705,12,4.17,99,568
Hazard,9/7/2022,Entire Session,110.48,6594,59.69,2448,1962,993,775,255,160,3.76,0.99,9.78,23,71,219,199,89,44,16,11,68,212,222,87,40,14,14,1229,11.12,2078,9,4.54,138,814
Kroos,9/7/2022,Entire Session,110.48,5574,50.45,2222,1539,684,635,323,171,4.47,0.84,9.66,35,124,216,177,71,69,43,12,72,205,216,84,41,23,8,1185,10.73,1846,18,4.25,120,691
Benzema,9/7/2022,Entire Session,110.48,7015,63.49,2282,1833,1078,1318,370,134,4.57,1.06,8.8,37,93,234,215,118,70,19,4,75,260,243,123,46,14,15,1778,16.09,3135,18,6.51,189,1273
Casemiro,9/8/2022,Entire Session,120,10485.99,76.82,3098.58,3672.63,1941.28,1235.44,404.5,133.54,3.94,1.28,8.51,39,85,295,345,169,57,22,6,106,282,365,133,61,29,16,1756.7,11.79,3.87,3.51,0.09,1218.66,182
Valverde,9/8/2022,Entire Session,120,3508.16,41.19,544.41,351.76,553.95,1290.53,693.77,73.75,9.01,0.69,7.71,20,73,71,12,42,68,5,0,89,74,34,16,28,40,21,1427.52,9.58,3.9,3.67,0.06,660,118
Odriozola,9/8/2022,Entire Session,157.07,9020,61.895,3347,3356,1368,706,162,80,1.96,1.03,8.81,14,98,326,373,171,66,26,6,104,335,366,165,64,30,10,1347,9.755,3659,22,334.3,160,1105
Tchouameni,9/8/2022,Entire Session,120,8664.7,62.15,2647.38,2834.78,2065.08,1038.05,79.42,0,0.57,1.04,6.85,12,70,268,307,157,51,19,0,97,250,301,142,80,15,2,1202.99,8.08,3.49,3.68,-0.05,1123.57,172
Ceballos,9/8/2022,Entire Session,120,9032.33,60.68,2700.13,2960.76,1532.48,1195.12,512.81,131.04,4.33,1.01,9.01,37,81,260,295,127,58,19,4,85,240,285,121,47,20,18,1802.48,12.1,3.39,3.39,0,1158.63,191
Vinicius Jr,9/8/2022,Entire Session,120,8221.09,59.93,2732.83,2719.39,1968.21,725.82,74.14,0.7,0.55,1,7.01,6,39,261,270,121,31,6,2,36,235,293,103,29,5,2,976.32,6.55,3.47,3.35,0.03,901.48,157
Isco,9/9/2022,Entire Session,89.36,5275,59.03,2120,1464,680,617,368,26,4.4,0.98,7.64,23,72,190,160,78,43,20,9,66,165,197,72,30,19,17,1041,11.64,2006,18,3.89,107,647
Modric,9/9/2022,Entire Session,88.11,5870,66.63,2060,2087,812,647,248,15,2.99,1.11,7.38,15,71,207,192,81,53,16,2,72,178,211,79,54,15,3,992,11.26,3322,2,3.86,109,729
Asensio,9/9/2022,Entire Session,89.36,5504,61.59,1927,1967,602,516,444,48,5.5,1.03,7.5,21,56,233,252,93,39,13,4,64,244,267,66,36,20,8,990,11.08,1895,7,3.64,78,498
Camavinga,9/9/2022,Entire Session,89.36,5991,67.05,2119,1932,985,644,257,55,3.48,1.12,7.99,16,53,206,228,89,42,11,0,42,194,230,84,33,6,3,974,10.9,2047,2,3.73,104,663
Marcelo,9/9/2022,Entire Session,89.36,5726,64.08,2221,1719,813,661,264,49,3.5,1.07,8.95,19,47,216,190,92,34,11,2,65,205,201,77,43,16,6,1041,11.65,1904,7,3.97,109,729
Vasquez,9/9/2022,Entire Session,85.08,5602,65.85,1689,1628,952,827,395,111,5.95,1.1,8.91,33,86,185,183,94,62,20,4,66,180,207,86,30,26,10,1331,15.64,2899,13,4.88,131,825
Carvajal,9/9/2022,Entire Session,89.36,5906,66.09,1876,2072,948,554,430,26,5.1,1.1,7.45,19,28,184,206,66,26,1,1,30,179,194,77,22,8,0,976,10.92,3026,1,3.62,93,520
Militao,9/9/2022,Entire Session,89.36,5960,66.7,1983,1632,720,1002,574,49,6.97,1.11,7.67,37,96,182,186,69,67,19,10,76,152,175,80,43,23,10,1420,15.9,2377,18,5.09,139,797
Alaba,9/9/2022,Entire Session,89.36,5772,64.59,2067,2020,684,608,355,38,4.4,1.08,7.99,15,48,261,247,70,35,11,2,55,253,248,78,31,17,7,996,11.15,1925,18,3.72,101,603
Vallejo,9/9/2022,Entire Session,84.92,5830,68.65,1823,1774,1046,828,252,108,4.23,1.14,9.25,21,84,147,190,92,58,22,4,74,154,193,91,40,26,8,1223,14.4,2836,15,4.66,129,863
Nacho,9/9/2022,Entire Session,89.36,5380,60.21,2394,1272,626,670,362,55,4.67,1,7.89,19,60,206,132,63,47,12,1,43,190,173,61,32,8,3,974,10.9,1208,3,3.56,93,557
Hazard,9/9/2022,Entire Session,89.36,5240,58.64,2045,1836,710,433,185,30,2.41,0.98,7.73,11,66,175,196,64,40,20,6,47,200,199,63,20,18,9,774,8.66,1644,10,3.1,90,559
Kroos,9/9/2022,Entire Session,89.36,5215,58.36,1955,1687,670,538,263,102,4.08,0.97,8.31,18,92,210,212,87,54,26,12,54,186,255,92,30,19,5,990,11.07,1573,13,3.79,104,625
Benzema,9/9/2022,Entire Session,84.86,5573,65.67,1929,1762,870,685,276,51,3.86,1.09,8.07,27,70,215,221,112,51,14,5,74,211,268,97,51,15,8,1175,13.85,2496,14,4.56,132,848
Isco,9/10/2022,Entire Session,76.49,6271,81.98,1832,1962,915,832,585,145,9.54,1.37,8.44,46,65,163,158,87,49,12,4,80,162,183,61,47,16,17,1475,19.28,2501,15,5.12,135,745
Modric,9/10/2022,Entire Session,77.68,5706,73.46,1938,1844,822,663,388,52,5.66,1.22,7.61,20,50,194,179,81,26,19,5,51,213,184,68,35,12,4,1073,13.81,2133,7,3.91,103,634
Asensio,9/10/2022,Entire Session,76.49,5656,73.94,1714,2002,818,597,392,134,6.88,1.23,8.01,21,65,178,182,85,36,18,11,62,171,182,85,36,16,10,1112,14.54,2045,9,4,97,586
Camavinga,9/10/2022,Entire Session,76.49,5182,67.75,1944,1303,734,588,406,206,8,1.13,8.13,25,30,179,133,59,21,8,1,29,176,155,40,18,4,7,1079,14.11,1759,6,3.57,84,467
Marcelo,9/10/2022,Entire Session,76.49,5807,75.91,1924,1776,851,768,405,83,6.37,1.27,8.46,30,56,155,149,90,37,15,4,66,162,157,73,29,23,14,1248,16.32,1943,13,4.53,125,760
Casemiro,9/10/2022,Entire Session,76.49,5517,72.12,1813,1733,798,553,449,171,8.09,1.2,8.19,29,75,193,186,93,44,16,15,72,192,230,69,45,19,8,1220,15.95,1687,12,4.4,106,601
Valverde,9/10/2022,Entire Session,76.2,4945,64.89,1887,1114,634,651,573,87,8.66,1.08,7.68,30,57,165,125,53,35,18,4,46,145,116,59,20,16,10,1176,15.43,1255,13,4.02,97,516
Odriozola,9/10/2022,Entire Session,154.24,7938,53.185,2975,2817,1272,670,172,32,1.19,0.89,7.51,12,101,260,271,148,66,24,11,89,267,289,136,63,14,12,1266,8.31,2859,16,318.4,156,1061
Vasquez,9/10/2022,Entire Session,76.49,5829,76.2,1689,1624,999,757,519,241,9.94,1.27,9.15,34,68,190,187,73,44,20,4,63,164,208,67,38,17,8,1433,18.74,1532,11,4.99,123,673
Tchouameni,9/10/2022,Entire Session,76.49,6098,79.72,1628,1888,1268,1017,182,113,3.87,1.33,9.31,13,53,160,207,132,38,9,6,72,171,207,101,46,21,5,1309,17.11,1586,6,5.1,150,1013
Carvajal,9/10/2022,Entire Session,76.49,5463,71.41,1625,1800,869,620,461,88,7.17,1.19,8.69,20,24,185,173,66,15,4,5,31,133,187,65,25,3,3,1062,13.88,2244,3,3.72,87,513
Vinicius Jr,9/10/2022,Entire Session,76.49,5207,68.08,1665,1595,791,533,478,145,8.15,1.13,8.4,15,44,133,189,76,33,6,5,36,146,181,50,25,7,4,1064,13.91,1268,7,3.75,76,441
Mendy,9/10/2022,Entire Session,72.77,5764,79.21,1613,1864,873,772,477,165,8.83,1.32,8.39,30,46,194,246,77,30,11,5,49,204,220,86,35,11,3,1312,18.03,1393,7,4.58,111,670
Militao,9/10/2022,Entire Session,70.33,5368,76.33,1697,1323,822,818,580,129,10.07,1.27,8.13,49,66,128,144,82,43,18,5,90,142,124,49,40,31,19,1476,20.99,2140,18,5.09,136,768
Alaba,9/10/2022,Entire Session,76.49,5574,72.88,1608,2037,868,539,407,115,6.82,1.21,8.17,21,54,206,194,63,37,12,5,47,203,196,80,33,6,8,1032,13.49,2029,8,3.69,87,510
Vallejo,9/10/2022,Entire Session,76.49,6402,83.7,1581,1926,1225,1061,488,121,7.96,1.39,8.85,39,83,161,193,105,52,25,6,68,167,176,108,42,16,10,1514,19.8,2525,18,5.47,158,905
Nacho,9/10/2022,Entire Session,76.49,4795,62.69,2048,1125,523,562,439,99,7.03,1.04,7.93,24,49,177,127,71,33,12,4,43,183,141,51,23,13,7,1007,13.16,1614,6,3.48,86,469
Hazard,9/10/2022,Entire Session,76.49,5656,73.94,1714,2002,818,597,392,134,6.88,1.23,8.01,21,65,178,182,85,36,18,11,62,171,182,85,36,16,10,1112,14.54,2045,9,4,97,586
Kroos,9/10/2022,Entire Session,77.68,5387,69.35,1753,1576,961,557,371,169,6.96,1.16,8.92,25,101,155,186,108,63,32,6,71,167,196,101,44,19,8,1276,16.42,2418,17,4.84,127,735
Benzema,9/10/2022,Entire Session,76.49,6130,80.14,1898,1501,1001,1027,630,74,9.2,1.34,7.96,30,85,170,155,92,69,16,0,86,161,182,77,58,21,7,1643,21.48,2675,16,5.91,148,940
Isco,9/11/2022,Entire Session,105.19,4829,45.91,2144,1692,598,292,92,10,0.97,0.77,7.37,5,50,247,200,89,37,11,2,53,231,221,67,38,11,4,597,5.67,1585,3,2.56,73,495
Modric,9/11/2022,Entire Session,107.87,5795,53.73,2230,2245,884,373,62,1,0.59,0.9,7.08,5,74,237,223,105,56,16,2,49,249,263,102,37,10,2,767,7.11,3995,5,3.42,111,703
Asensio,9/11/2022,Entire Session,108.31,5054,46.66,1952,1913,690,392,107,0,0.99,0.78,6.89,5,83,254,226,132,63,19,1,83,248,275,110,56,25,2,802,7.4,1504,7,3.56,95,695
Camavinga,9/11/2022,Entire Session,109.2,4715,43.18,2331,1521,514,272,66,9,0.69,0.72,7.46,3,51,271,186,85,37,11,3,48,264,191,72,38,7,3,564,5.17,1188,2,2.42,74,489
Marcelo,9/11/2022,Entire Session,109.2,5487,50.25,2642,1847,529,330,132,6,1.27,0.84,7.33,13,72,287,233,111,48,17,7,63,263,283,89,43,12,8,714,6.54,2038,7,3.06,88,576
Odriozola,9/11/2022,Entire Session,52.31166667,3855,73.68,1417,1464,662,261,51,0,0.97,1.23,6.91,7,42,151,176,88,34,8,0,40,131,194,91,27,8,5,548,10.47,1611,7,146.7,74,497
Vasquez,9/11/2022,Entire Session,109.2,5002,45.8,2152,1847,621,304,59,18,0.7,0.76,7.99,3,80,245,262,124,51,26,3,67,245,299,96,52,10,5,692,6.33,1515,6,3.12,90,615
Carvajal,9/11/2022,Entire Session,109.2,4289,39.27,2061,1475,526,165,62,0,0.57,0.65,6.74,3,34,231,189,59,26,7,1,12,207,197,66,9,3,0,417,3.82,1251,1,1.86,56,355
Militao,9/11/2022,Entire Session,106.7,4641,43.49,1972,1669,503,384,112,0,1.05,0.72,6.8,9,84,210,202,118,46,28,10,70,207,205,103,45,16,9,717,6.72,1593,13,3.05,81,604
Alaba,9/11/2022,Entire Session,109.2,5006,45.84,2414,1833,487,200,71,1,0.65,0.76,7.07,3,44,314,272,85,33,10,1,45,291,292,90,36,8,1,484,4.43,1765,3,2.18,68,412
Vallejo,9/11/2022,Entire Session,108,5313,49.2,2104,1814,779,470,120,26,1.36,0.82,7.84,13,97,216,211,118,65,25,7,77,218,214,100,46,22,9,892,8.26,2783,11,3.74,109,745
Nacho,9/11/2022,Entire Session,109.2,5052,46.27,2547,1602,565,270,67,1,0.62,0.77,7.38,4,74,288,235,90,50,17,7,48,324,256,75,36,9,3,558,5.11,1252,6,2.51,74,490
Hazard,9/11/2022,Entire Session,109.2,5464,50.03,2486,1963,675,274,59,7,0.61,0.83,7.35,3,70,288,276,106,51,17,2,70,302,277,93,38,25,7,649,5.95,1310,10,2.93,80,583
Kroos,9/11/2022,Entire Session,109.2,5832,53.41,2221,2187,886,444,77,18,0.86,0.89,7.8,5,125,239,231,158,87,33,5,75,244,277,158,53,16,6,914,8.37,1814,5,4.12,120,820
Benzema,9/11/2022,Entire Session,109.2,6076,55.64,2380,2069,1000,479,140,8,1.36,0.93,7.37,8,89,266,287,146,76,12,1,75,294,357,114,58,14,3,945,8.66,2785,3,4.09,121,797
Isco,9/14/2022,Entire Session,60.43,5070,83.9,1881,1624,639,558,300,70,6.12,1.4,8.38,27,64,175,116,50,40,20,4,57,151,135,54,34,15,8,943,15.6,1731,8,3.38,99,573
Modric,9/14/2022,Entire Session,60.43,4550,75.29,1750,1732,536,368,144,19,2.71,1.25,7.56,15,49,164,149,50,35,13,1,59,142,148,46,34,21,4,640,10.58,1604,7,2.52,74,476
Asensio,9/14/2022,Entire Session,60.43,4131,68.36,1726,1348,407,328,270,53,5.35,1.14,7.75,14,42,171,141,48,30,11,1,36,162,162,55,19,14,3,673,11.13,1096,4,2.41,62,349
Marcelo,9/14/2022,Entire Session,60.43,3766,62.31,2226,1168,188,137,47,0,0.77,1.04,6.49,6,21,160,122,27,18,3,0,14,133,163,31,12,1,1,242,4.01,531,1,1.03,29,195
Casemiro,9/14/2022,Entire Session,60.43,4300,71.15,1742,1627,415,280,174,62,3.9,1.19,8.89,18,57,162,185,58,45,7,5,56,163,190,49,26,20,10,639,10.57,1198,10,2.43,64,403
Valverde,9/14/2022,Entire Session,60.43,4423,73.2,1865,1378,552,383,212,34,4.06,1.22,7.83,22,54,152,121,60,34,17,3,52,134,139,57,30,13,9,714,11.82,1040,9,2.69,81,469
Vasquez,9/14/2022,Entire Session,60.43,4104,67.91,1783,1285,421,306,186,124,5.12,1.13,8.33,17,37,163,173,62,22,15,0,38,151,170,57,17,14,7,680,11.25,1036,6,2.49,60,371
Carvajal,9/14/2022,Entire Session,60.43,4296,71.09,1692,1509,455,365,233,42,4.56,1.18,8.22,16,27,134,123,41,21,5,1,11,102,140,52,9,2,0,621,10.28,1383,1,2.26,62,346
Militao,9/14/2022,Entire Session,60.43,4103,67.9,1739,1377,470,314,199,4,3.37,1.13,7.1,10,49,151,135,57,34,13,2,48,125,144,50,33,14,1,616,10.19,1061,5,2.41,67,412
Alaba,9/14/2022,Entire Session,60.43,4666,77.21,1815,1774,415,365,278,19,4.91,1.29,8.09,17,30,197,170,51,21,8,1,38,148,190,55,22,11,5,642,10.63,1973,10,2.31,55,346
Vallejo,9/14/2022,Entire Session,59.72,4840,81.04,1569,1603,739,589,288,51,5.68,1.35,8.1,25,62,142,105,82,41,19,2,47,128,132,75,29,11,7,969,16.22,2840,9,3.65,100,630
Nacho,9/14/2022,Entire Session,60.43,4289,70.97,1817,1329,541,377,212,13,3.72,1.18,8.39,21,48,133,106,49,31,17,0,38,124,132,57,23,9,6,670,11.08,886,7,2.51,72,445
Hazard,9/14/2022,Entire Session,60.43,4352,72.01,1809,1475,450,298,220,100,5.3,1.2,8.72,17,36,174,144,60,25,10,1,39,130,151,57,19,12,8,676,11.18,1162,5,2.43,61,355
Kroos,9/14/2022,Entire Session,60.43,4698,77.73,1636,1608,642,501,254,56,5.12,1.3,9.02,25,68,139,166,98,41,19,8,63,133,177,77,38,17,8,909,15.05,2264,19,3.52,96,600
Benzema,9/14/2022,Entire Session,60.43,4935,81.67,1772,1636,705,535,244,43,4.74,1.36,8,21,55,153,130,71,42,12,1,44,134,178,66,21,16,7,885,14.64,1670,10,3.36,95,598
Isco,9/15/2022,Entire Session,120.41,8182,67.95,3092,2587,1148,975,313,66,3.15,1.13,8.52,38,67,273,213,106,39,23,5,80,299,253,85,49,17,14,1358,11.28,2985,14,5.06,148,978
Asensio,9/15/2022,Entire Session,120.41,7439,61.78,2682,2335,1133,993,287,9,2.46,1.03,7.31,30,116,256,230,100,78,32,6,118,276,221,103,69,36,13,1440,11.96,2149,16,5.71,177,1144
Camavinga,9/15/2022,Entire Session,120.41,8265,68.64,3072,2457,1281,1162,269,24,2.43,1.14,7.58,28,53,241,221,89,43,8,2,45,212,218,96,31,10,4,1350,11.21,2554,7,5.16,164,1057
Marcelo,9/15/2022,Entire Session,72.52,5724,78.93,2216,1663,785,706,291,64,4.89,1.32,8.91,27,53,147,123,72,40,11,2,48,170,151,56,29,14,5,1055,14.54,1911,7,3.92,111,700
Casemiro,9/15/2022,Entire Session,105.66,7373,69.79,2838,2513,938,713,325,46,3.51,1.16,7.74,34,96,294,300,113,54,39,3,92,333,295,107,57,25,10,1227,11.61,2720,25,4.76,135,856
Valverde,9/15/2022,Entire Session,67.53,5393,79.86,1765,1504,970,859,287,8,4.37,1.33,7.34,22,49,129,119,95,37,11,1,50,144,161,66,33,6,11,1128,16.71,1525,5,4.33,125,833
